nav_root,nav_group,nav_group_1,Part Number,Description,Discount Type,2026 List Price
Morley,Addressable Detection,,22051TLE-26,"Smoke/Thermal/IR Sensor, no Isolator - White",MORLEY,£114.00
Morley,Addressable Detection,,22051TLEI-26,Smoke/Thermal/IR Sensor c/w Isolator - White,MORLEY,£138.00
Morley,Addressable Manual Call Points,,W5A-RP01SG-K013-01,"Addressable waterproof call point, no Isolator, IP 67 (Old PN: WCP5A-RP01SG-01)",MORLEY,£197.00
Morley,Addressable Manual Call Points,,W5A-RP02SG-K013-01,"Addressable waterproof call point c/w Isolator, IP 67 (Old PN: WCP5A-RP02SG-01)",MORLEY,£200.00
Morley,Addressable Manual Call Points,,M5A-RP01FF-K013-01,Addressable manual call point no Isolator. Flexible element included. Requires PS031W for surface mounting or a single gang backbox for flush mounting (Old PN: MCP5A-RP01FF-01),MORLEY,£55.00
Morley,Addressable Manual Call Points,,M5A-RP02FF-K013-01,Addressable manual call point c/w Isolator. Flexible element included. Requires PS031W for surface mounting or a single gang backbox for flush mounting (Old PN: MCP5A-RP02FF-01),MORLEY,£59.00
Morley,Addressable Manual Call Points,,M5A-RP01FG-K013-01,Addressable manual call point no Isolator. Glass element included. Requires PS031W for surface mounting or a single gang backbox for flush mounting (Old PN: MCP5A-RP01FG-01),MORLEY,£55.00
Morley,Addressable Manual Call Points,,M5A-RP02FG-K013-01,Addressable manual call point c/w Isolator. Glass element included. Requires PS031W for surface mounting or a single gang backbox for flush mounting.,MORLEY,£93.00
Morley,Addressable Manual Call Points,,TB011,Flush mounting terminal tray for KAC units (Old PN: ETT-P),MORLEY,£14.40
Morley,"Addressable Beam 
Detection 6500 Range",,6.50E-23,"Optical beam detector based on reflective technology. Supplied as a combined transmitter/receiver unit with a reflector. Suitable for distances from 10m to 70m.
For Beam accessories please see 6500 range in the conventional section.",MORLEY,"£1,168.00"
Morley,Addressable Duct,,DNRE,"Duct detector housing complete with B501AP base for Addressable MI-PSE-S2 or MI-PSE-S2I detectors. (Detector not supplied). Requires DSTXX duct sampling tube and MI-PSE-S2 or MI-PSE-S2I detectors.
For Duct accessories please see Duct range in the conventional section.",STD,£292.00
Morley,"Addressable Audio 
Visual Devices",,PS340,10 X IP 21 SEAL(C 934) BRH/BRS/BGL,MORLEY,£32.00
Morley,"Addressable Audio 
Visual Devices",,BSO-PP-N00,"Pure White Body no Isolator. Base Sounder - Addressable loop powered base sounder, EN54-3 approved. ",MORLEY,£65.00
Morley,"Addressable Audio 
Visual Devices",,BSO-PP-I00,"Pure White Body c/w Isolator. Base Sounder - Addressable loop powered base sounder, EN54-3 approved. ",MORLEY,£70.00
Morley,"Addressable Audio 
Visual Devices",,BGL-PC-I00,"Red Flash, Pure White Body, Clear Lens, c/w Isolator. Loop-powered EN54-23 C Category - Detector Base Strobe. EN54-23 certified. Coverage volume code: C-3-8.5 ",MORLEY,£110.00
Morley,"Addressable Audio 
Visual Devices",,DSS-PC-N00,"Red Flash, Pure White Body, Clear Lens, no Isolator. Loop-powered EN54-23 Open Category Detector Base Sounder Strobe in pure with white. Non-isolated version. Requires a B501AP base for fast and simple installation for System Sensor detectors and a choice of sound output levels and tones selectable from the device or panel
",MORLEY,£110.00
Morley,"Addressable Audio 
Visual Devices",,DSS-PC-I00,"Red Flash, Pure White Body, Clear Lens c/w Isolator. Loop-powered EN54-23 Open Category Detector Base Sounder Strobe in pure white. Requires a B501AP base for fast and simple installation for System Sensor detectors and a choice of sound output levels and tones selectable from the device or panel
",MORLEY,£95.00
Morley,"Addressable Audio 
Visual Devices",,BRS-PC-I00,"Red Flash, Pure White Body, Clear Lens, c/w Isolator. Loop-powered EN54-23 C Category - Standard Performance Detector Base Sounder Strobe. EN54-23 certified. Coverage volume code: C-3-8.5 (Standard) / O-1-3 (Legacy)
",MORLEY,£116.00
Morley,"Addressable Audio 
Visual Devices",,BRH-PC-I00,"Body Colour - White                                                                           
Flash - Red                                                                                                     
Lens - Clear                                                                                         
Isolator - Yes                                                                                           
High Performance Detector Base Sounder Strobe. Loop-powered EN54-23 C Category - EN54-23 certified. 
Coverage volume code: C-3-15 (High) / C-3-11 (Low) / C O-1-4 (Legacy).",MORLEY,£130.00
Morley,"Addressable Audio 
Visual Devices",,WSO-PR-N00,"Red, no Isolator. Wall Sounder - Wall-mounted, addressable, loop-powered sounder, EN54-3 approved.
",MORLEY,£68.00
Morley,"Addressable Audio 
Visual Devices",,WSO-PR-I00,"Red c/w Isolation. Wall Sounder - Wall-mounted, addressable, loop-powered sounder, EN54-3 approved. 
",MORLEY,£78.00
Morley,"Addressable Audio 
Visual Devices",,WSO-PP-N00,"White, no Isolator. Wall Sounder - Wall-mounted, addressable, loop-powered sounder, EN54-3 approved, Not isolated
",MORLEY,£68.00
Morley,"Addressable Audio 
Visual Devices",,WSO-PP-I00,"White, c/w isolator, Wall Sounder - Wall-mounted, addressable, loop-powered sounder, EN54-3 approved.
",MORLEY,£68.00
Morley,"Addressable Audio 
Visual Devices",,WST-PC-N00,"Red Flash, Pure White Body, Clear Lens, non-Isolated. Wall VAD - Wall mounted, addressable loop powered EN54-23 O class compliant  (W-1.68-1.68).",MORLEY,£65.00
Morley,"Addressable Audio 
Visual Devices",,WSS-PC-N00,"Red Flash, Pure White Body, Clear Lens, non-Isolated. Wall Sounder Strobe - Wall-mounted, addressable, loop-powered sounder, EN54-3 approved, with Visual Alarm Device (VAD), EN54-23 O class compliant (W-1.9-1.9). 
",MORLEY,£115.00
Morley,"Addressable Audio 
Visual Devices",,WSS-PR-N00,"Red Flash, Pure White Body, Red Lens, no Isolator. Wall Sounder - Addressable loop powered base sounder, EN54-3 approved, with visual indicating device (VID). This product is not approved to EN54-23 (Visual Alarm Device) and must not be used as a visual alarm device to provide a primary warning notification of fire. 
",MORLEY,£105.00
Morley,"Addressable Audio 
Visual Devices",,WSS-PR-I00,"Red Flash, Pure White Body, Red Lens c/w Isolation. Wall Sounder VID - Wall-mounted, addressable, loop-powered sounder, EN54-3 approved, with visual indicating device (VID). This product is not approved to EN54-23 (Visual Alarm Device) and must not be used as a visual alarm device to provide a primary warning notification of fire
",MORLEY,£129.00
Morley,"Addressable Audio 
Visual Devices",,WRA-PC-I00,"Body Colour - White                                                                     
Flash - Red                                           
Lens - Clear                                                                                         
Isolator - Yes                              
Wall Sounder VAD - Wall-mounted, addressable, loop-powered sounder, EN54-3 approved, with Visual Alarm Device (VAD), EN54-23 W & O class compliant.
EN 54-23 COVERAGE STANDARD OUTPUT MODE: W-3.6-10.5, W-2.4-10.5 
EN 54-23 COVERAGE HIGH OUTPUT MODE: W-4.2-11.5, W-2.4-11.5 
EN 54-23 COVERAGE LEGACY MODE: O-2.4-3
",MORLEY,£115.00
Morley,"Addressable Audio 
Visual Devices",,WRA-RC-I00,"Body Colour - Red                                                                       
Flash - Red                                                                                                    
Lens - Clear                                                                                         
Isolator - Yes                             
Wall Sounder VAD - Wall-mounted, addressable, loop-powered sounder, EN54-3 approved, with Visual Alarm Device (VAD), EN54-23 W & O class compliant.
EN 54-23 COVERAGE STANDARD OUTPUT MODE: W-3.6-10.5, W-2.4-10.5 
EN 54-23 COVERAGE HIGH OUTPUT MODE: W-4.2-11.5, W-2.4-11.5 
EN 54-23 COVERAGE LEGACY MODE: O-2.4-3",MORLEY,£115.00
Morley,"Addressable Audio 
Visual Devices",,WWA-PC-I00,"Body Colour - White                                                                       
Flash - White                                                                                                     
Lens - Clear                                                                                         
Isolator - Yes                             
Wall Sounder VAD - Wall-mounted, addressable, loop-powered sounder, EN54-3 approved, with Visual Alarm Device (VAD), EN54-23 W & O class compliant.
EN 54-23 COVERAGE STANDARD OUTPUT MODE: W-3.8-9, W-2.4-9 
EN 54-23 COVERAGE HIGH OUTPUT MODE: W-4-11.5, W-2.4-11.5
EN 54-23 COVERAGE LEGACY MODE:  O-2.4-3",MORLEY,£192.00
Morley,"Addressable Audio 
Visual Devices",,WWA-RC-I00,"Body Colour - Red                                                                       
Flash - White                                                                                                     
Lens - Clear                                                                                        
Isolator - Yes                             
Wall Sounder VAD - Wall-mounted, addressable, loop-powered sounder, EN54-3 approved, with Visual Alarm Device (VAD), EN54-23 W & O class compliant.
EN 54-23 COVERAGE STANDARD OUTPUT MODE: W-3.8-9, W-2.4-9 
EN 54-23 COVERAGE HIGH OUTPUT MODE: W-4-11.5, W-2.4-11.5
EN 54-23 COVERAGE LEGACY MODE:  O-2.4-3",MORLEY,£186.00
Morley,"Addressable Audio 
Visual Devices",,WRL-RC-I00,"Body Colour - Red                                                                       
Flash - Red                                                                                                     
Lens - Clear                                                                                         
Isolator - Yes                              
Wall VAD - Wall-mounted, addressable, with Visual Alarm Device (VAD), EN54-23 W class compliant.
EN 54-23 COVERAGE: W-3.6-10.5, W-2.4-10.5",MORLEY,£131.00
Morley,"Addressable Audio 
Visual Devices",,WRL-PC-I00,"Body Colour - White                                                                       
Flash - Red                                                                                                     
Lens - Clear                                                                                         
Isolator - Yes                              
Wall VAD - Wall-mounted, addressable, with Visual Alarm Device (VAD), EN54-23 W class compliant.
EN 54-23 COVERAGE: W-3.6-10.5, W-2.4-10.5",MORLEY,£135.00
Morley,"Addressable Audio 
Visual Devices",,WWL-PC-I00,"Body Colour - White                                                                       
Flash - White                                                                                                     
Lens - Clear                                                                                         
Isolator - Yes                              
Wall VAD - Wall-mounted, addressable, with Visual Alarm Device (VAD), EN54-23 W class compliant.
EN 54-23 COVERAGE: W-3.8-9, W-2.4-9",MORLEY,£135.00
Morley,"Addressable Audio 
Visual Devices",,WWL-RC-I00,"Body Colour - Red                                                                       
Flash - White                                                                                                     
Lens - Clear                                                                                        
Isolator - Yes                              
Wall VAD - Wall-mounted, addressable, with Visual Alarm Device (VAD), EN54-23 W class compliant.
EN 54-23 COVERAGE: W-3.8-9, W-2.4-9",MORLEY,£131.00
Morley,Addressable Interface modules,,M210EA,SINGLE INPUT MODULE - SYSTEM SENSOR,MORLEY,£91.00
Morley,Addressable Interface modules,,M220EA,DUAL INPUT MODULE - SYSTEM SENSOR,MORLEY,£128.00
Morley,Addressable Interface modules,,M221EA,"2 INPUT, 1 OUT MODULE - SYSTEM SENSOR",MORLEY,£190.00
Morley,Addressable Interface modules,,M210EA-CZ,Analogue addressable monitor module for supervision of a conventional zone equipped with capacitive EOL element,MORLEY,£166.00
Morley,Addressable Interface modules,,M210EA-CZR,Analogue addressable monitor module for supervision of a conventional zone equipped with EOL resistor,MORLEY,£169.00
Morley,Addressable Interface modules,,IM-10EA,Ten input monitor module to provide an interface to a normally open contact devices such as plant outputs or flow switches. Requires back box 797-065,MORLEY,£810.00
Morley,Addressable Interface modules,,M501MEA,"Addressable ""mini"" input module.  It will interface with contact devices such as security contacts and waterflow switches, suitable for mounting inside monitored equipment",MORLEY,£88.00
Morley,Addressable Interface modules,,MMX-10ME,"10 way Addressable monitor (input) card (unboxed) complete with end of line resistors, individual input disable switches, plug in screw connections and on board LED's with the facility for external LED's.
(Use only as spares/replacements and for extensions of existing sites)",MORLEY,£778.00
Morley,Addressable Interface modules,,MCX-55ME,"5-way Addressable monitor (input) & 5 way relay control (output) card (unboxed) complete with end of line resistors, individual input disable switches, plug in screw connections and on board LED's with the facility for external LED's. Requires back box 797-065",MORLEY,£920.00
Morley,Addressable Interface modules,,CMX-10RME,"10-way relay control (output) card (unboxed PCB.) contact rating 30 Vdc, 1 A. Complete with individual input disable switches, plug in screw connections and on board LED's with the facility for external LED's",MORLEY,£893.00
Morley,Addressable Interface modules,,M201EA-240,"Output control module System Sensor Protocol. 
240V ac relay contact rating, no longer comes with an enclosure e.g. M200E-SMB",MORLEY,£140.00
Morley,Addressable Interface modules,,CR-6EA,six way changeover relay output with built-in loop isolation. Complete with rotary address switch and plug-in terminal blocks. Requires M200-SMB-MM for mounting,MORLEY,£705.00
Morley,Addressable Interface modules,,M201EA,SINGLE OUTPUT MODULE - SYSTEM SENSOR,MORLEY,£96.00
Morley,Addressable Interface modules,,M200E-SMB,Surface mounting box for M2xx series modules,STD,£17.30
Morley,Addressable Interface modules,,M200SMB,Deep Module enclosure,MORLEY,£24.30
Morley,Addressable Interface modules,,SMB6-V0,Surface mount box for up to 6 M2xx modules,MORLEY,£64.00
Morley,Addressable Interface modules,,M200E-DIN,DIN rail mounting clip for M2xx series modules,MORLEY,£9.20
Morley,Addressable Interface modules,,SMB500,"Surface Mount Module Box. Plastic, not suitable for M7xx modules",MORLEY,£58.00
Morley,Addressable Interface modules,,797-065,"Multi-Mount Enclosure. Metal, Morley light grey",MORLEY,£296.00
Morley,Addressable Interface modules,,SSE-DRS-1,BS7273 Door Release system. Comprising DRM-1 door release module and M201 single output model prewired and mounted in SMB6-V0 surface mount box. Used provide a compliant solution to BS7273-4 Category A requirements.  Powered from the 12-24v door magnet supply. System Sensor protocol,MORLEY,£324.00
Morley,Addressable Interface modules,,DRM-1,"BS7273 Door Release Module, additional failsafe to be used in conjunction with Morley-IAS output modules to provide a compliant solution to BS7273-4 Category A requirements. Powered from the 12-24v door magnet supply",MORLEY,£223.00
Morley,Addressable Interface modules,,M200XE,Loop isolation module. Requires M200E-SMB for surface mounting or M200E-DIN for mounting to DIN rails,MORLEY,£82.00
Honeywell PA/VA,D1 Voice Rack,,580248.11,"Power amplifier 4 x 300 W / 100 V, Class D, 24 V DC",STD,"£5,926.00"
Honeywell PA/VA,D1 Voice Rack,,580249.11,"Power amplifier 4 x 500 W / 100 V, Class D, 24 V DC",STD,"£10,335.00"
Honeywell PA/VA,D1 Voice Rack,,583520,DCS Plus - digital call station for routine and emergency paging with redundancy option ,STD,"£2,461.00"
Honeywell PA/VA,D1 Voice Rack,,583526,DKM Plus - 18 button digital key module for use with DCS Plus,STD,"£1,189.00"
Honeywell PA/VA,D1 Voice Rack,,583527,ETCS - Ethernet touchscreen call station,STD,"£3,514.00"
Honeywell PA/VA,D1 Voice Rack,,583503.RE,DCSF12 - Fireman's emergency microphone (12 Buttons) with redundancy option,STD,"£2,640.00"
Honeywell PA/VA,D1 Voice Rack,,583504.RE,DCSF1 - Fireman's emergency microphone - single button with redundancy option,STD,"£2,552.00"
Honeywell PA/VA,D1 Voice Rack,,583506,DKM18 - Fireman's emergency microphone extension module ,STD,"£1,210.00"
Honeywell PA/VA,D1 Voice Rack,,583318,Clear plastic button covers (spares),STD,£36.60
Honeywell PA/VA,D1 Voice Rack,,584963,Replacement lock cylinder for DCSF protective cabinet,STD,£130.00
Honeywell PA/VA,D1 Voice Rack,,583361.22IPMSG,DOM4-8 - digital output module for up to 8 loudspeaker circuits,STD,"£9,546.00"
Honeywell PA/VA,D1 Voice Rack,,583362.22IPMSG,DOM4-24 - digital output module for up to 24 loudspeaker circuits,STD,"£9,832.00"
Honeywell PA/VA,D1 Voice Rack,,583381.31,SCU - System communication unit,STD,"£6,200.00"
Honeywell PA/VA,D1 Voice Rack,,583496,EOL - end of line module for all 100 V speaker circuits,STD,£92.00
Honeywell PA/VA,V1 Voice Rack,,585052,Power Supply 1U - 24VDC/ 380A,STD,"£3,219.00"
Honeywell PA/VA,V1 Voice Rack,,585053,Power Supply 2U - 24VDC/ 640A,STD,"£5,386.00"
Honeywell PA/VA,D1 Voice Rack,,583311,Key Cover Flap KCF3,STD,£155.00
Honeywell PA/VA,V1 Voice Rack,,585000,INC w/o any optional modules,STD,"£4,642.00"
Honeywell PA/VA,V1 Voice Rack,,585000.31,INC w/ DAL Module 8 DAL ports & 12 GPIOs,STD,"£5,384.00"
Honeywell PA/VA,V1 Voice Rack,,585000.32,INC w/ DANTE Module 8X8 & 12 GPIOs,STD,"£5,786.00"
Honeywell PA/VA,V1 Voice Rack,,585000.33,INC w/ Aud In/ Out Module & 12 GPIOs,STD,"£5,719.00"
Honeywell PA/VA,V1 Voice Rack,,585001,Universal Interface Module,STD,"£2,038.00"
Honeywell PA/VA,V1 Voice Rack,,585020,8 Speaker Line Module,STD,£557.00
Honeywell PA/VA,V1 Voice Rack,,585030,4 Ch 125W Class D Amp w/ Inbuilt Batt Ch,STD,"£3,655.00"
Honeywell PA/VA,V1 Voice Rack,,585031,4 Ch 250W Class D Amp w/ Inbuilt Batt Ch,STD,"£5,355.00"
Honeywell PA/VA,V1 Voice Rack,,585033,4 Ch 1200W Class D Amp w/ Power Sharing,STD,"£5,391.00"
Honeywell PA/VA,V1 Voice Rack,,585034,4 Ch 2000W Class D Amp w/ Power Sharing,STD,"£6,567.00"
Honeywell PA/VA,V1 Voice Rack,,585301,8 Channel amplifier output cable,STD,£220.00
Honeywell PA/VA,V1 Voice Rack,,585302,4 Channel amplifier output cable,STD,£135.00
Honeywell PA/VA,V1 Voice Rack,,585305,Amplifier backup cable - 1 channel,STD,£94.00
Honeywell PA/VA,V1 Voice Rack,,585306,Amplifier backup cable - 2 channel,STD,£78.00
Honeywell PA/VA,Speakers,,LSC-506,6 watt ceiling loudspeaker c/w metal rear cover (5.5”),STD,£62.00
Honeywell PA/VA,Speakers,,582401,"6 watt IP 55 rated ceiling speaker (6.5"") c/w metal rear cover BS EN 54-24",STD,£126.00
Honeywell PA/VA,Speakers,,582407.SAFE,"6 watt ceiling speaker for shallow ceiling voids (5"") BS EN 54-24",HSF,£80.00
Honeywell PA/VA,Speakers,,582407.FD,Metal rear cover for 582407.SAFE BS EN 54-24,HSF,£32.50
Honeywell PA/VA,Speakers,,582408.SAFE,"6 watt ceiling speaker for shallow ceiling voids (6.5"") BS EN 54-24",STD,£76.00
Honeywell PA/VA,Speakers,,582408.FD,Metal rear cover for 582408.SAFE BS EN 54-24,STD,£35.10
Honeywell PA/VA,Speakers,,LSC-606,6 watt ceiling loudspeaker c/w metal rear cover (6.5”) BS EN 54-24,STD,£106.00
Honeywell PA/VA,Speakers,,LSC-606/DC,6 watt ceiling loudspeaker c/w metal rear cover with DC blocking capacitor (6.5”) BS EN 54-24,STD,£112.00
Honeywell PA/VA,Speakers,,582480,24 watt coaxial 2-Way ceiling loudspeaker c/w metal rear cover (6.5”) BS EN 54-24,STD,£155.00
Honeywell PA/VA,Speakers,,582423,10 watt surface mounted round loudspeaker BS EN 54-24,STD,£166.00
Honeywell PA/VA,Speakers,,582425,"6 watt flush mounted wall loudspeaker (6.5"") BS EN 54-24",STD,£197.00
Honeywell PA/VA,Speakers,,582426,"6 watt IP 54 rated ABS wall mounted cabinet speaker (6.5"") BS EN 54-24",STD,£98.00
Honeywell PA/VA,Speakers,,582470,6 watt wall mounted metal cabinet loudspeaker (4”) BS EN 54-24,STD,£114.00
Honeywell PA/VA,Speakers,,582473,10 watt uni-directional sound projector BS EN 54-24,STD,£186.00
Honeywell PA/VA,Speakers,,582474,20 watt uni-directional sound projector BS EN 54-24,STD,£210.00
Honeywell PA/VA,Speakers,,582475,20 watt bi-directional sound projector BS EN 54-24,STD,£225.00
Honeywell PA/VA,Speakers,,582476,20 watt column loudspeaker BS EN 54-24,STD,£333.00
Honeywell PA/VA,Speakers,,582477,40 watt column loudspeaker BS EN 54-24,STD,£483.00
Honeywell PA/VA,Speakers,,582451,IC Audio TS-C 20-500/T-EN54 20 watt column speaker BS EN 54-24,STD,£460.00
Honeywell PA/VA,Speakers,,582452,IC Audio TS-C 30-700/T-EN54 30 watt column speaker BS EN 54-24,STD,£423.00
Honeywell PA/VA,Speakers,,582453,IC Audio TS-C 50-1000/T-EN54 50 watt column speaker BS EN 54-24,STD,£455.00
Honeywell PA/VA,Speakers,,582432,30 watt horn loudspeaker BS EN 54-24,STD,£391.00
Honeywell PA/VA,Speakers,,582433,30 watt music horn loudspeaker BS EN 54-24,STD,£864.00
Honeywell PA/VA,Speakers,,582479,15 watt horn loudspeaker BS EN 54-24,STD,£159.00
Honeywell PA/VA,VA/PA,,582460,16watt EN54-24 approved Sound Sphere,STD,£332.00
Wireless,"Wireless Conventional 
ES Detect",,805595.1,Wireless Transceiver Interface for communicating with Wireless devices (EN54 pt 25),STD,"£1,860.00"
Wireless,"Wireless Conventional 
ES Detect",,805593.1,Wireless Detector Base (EN54 pt 25),STD,"£1,020.00"
Wireless,"Wireless Conventional 
ES Detect",,803271,Heat Sensor Rate Of Rise ,STD,£86.00
Wireless,"Wireless Conventional 
ES Detect",,803374,Dual Optical Heat Smoke sensor,STD,£138.00
Wireless,"Wireless Conventional 
ES Detect",,803371,Optical Sensor (Compatible device with radio base),STD,£114.00
Wireless,"Wireless Conventional 
ES Detect",,803-MCP-KIT,Wireless Manual Call Point including MCP and Wireless Interface,STD,£734.00
Wireless,"Wireless Conventional 
ES Detect",,789862.1,Programming PC Interface for Wireless Transponder,STD,"£1,221.00"
Wireless,"Wireless Conventional 
ES Detect",,805597,Replacement Battery Pack for 805593 & 805601,STD,£120.00
Wireless,System Sensor AGILE,,M200G-RF-26,Agile Gateway. Loop-powered Gateway device for System Sensor Agile wireless system. Up to 8 Gateways may be used on the same loop. This requires a B501AP base. Compatible with DXc panels only,MORLEY,£420.00
Wireless,System Sensor AGILE,,B501RF,"Agile Wireless Detector/Repeater Base. Base for Agile wireless detectors, repeater and sounder",MORLEY,£7.70
Wireless,System Sensor AGILE,,B501RF-RR,Agile Wireless Detector/Repeater Base. Base for Agile wireless sounders red,MORLEY,£7.80
Wireless,System Sensor AGILE,,22051E-RF-26,Agile Photo Detector. Wireless optical smoke detector for the System Sensor Agile wireless system. Powered by 4 x CR123A 3v batteries,MORLEY,£273.00
Wireless,System Sensor AGILE,,22051TLE-RF-26,"Agile Photo-Thermal-IR Detector. Wireless Optical, Thermal & Infra-Red detector for the System Sensor Agile wireless system. Powered by 4 x CR123A 3v batteries",MORLEY,£338.00
Wireless,System Sensor AGILE,,52051RE-RF,Agile Rate of Rise Heat Detector. Wireless 'Rate of Rise' heat detector for the System Sensor Agile wireless system. Powered by 4 x CR123A 3v batteries,MORLEY,£270.00
Wireless,System Sensor AGILE,,52051E-RF,Agile 58°C Fixed Temperature Heat Detector. Wireless fixed temperature (58°c) heat detector for the System Sensor Agile wireless system. Powered by 4 x CR123A 3v batteries,MORLEY,£273.00
Wireless,System Sensor AGILE,,R5A-RF,Agile WCP call point. Waterproof Manual Call Point for the System Sensor Agile wireless system. With magnetic anti-tamper mechanism and IP67-rating. Powered by 4 x CR123A 3v batteries,MORLEY,£335.00
Wireless,System Sensor AGILE,,WSO-RR-RF,"Agile Wireless Wall Mounted Addressable Sounder - RED for the System Sensor Agile wireless system. 
Powered by 4 x CR123A 3v batteries",MORLEY,£335.00
Wireless,System Sensor AGILE,,WSO-WW-RF,Agile Wireless Wall Mounted Addressable Sounder - WHITE for the System Sensor Agile wireless system. Powered by 4 x CR123A 3v batteries,MORLEY,£355.00
Wireless,System Sensor AGILE,,M200F-RF,Agile Repeater. Network Repeater for extending the range of System Sensor Agile wireless networks. Powered by 4 x CR123A 3v batteries,MORLEY,£319.00
Wireless,System Sensor AGILE,,M200I-RF,Agile Wireless Remote Indicator for System Sensor Agile wireless systems. Indicates the status of up to four System Sensor Agile wireless detectors via three coloured LEDs,MORLEY,£301.00
Wireless,System Sensor AGILE,,M200WC-RF-PRO,Agile USB Dongle RF 868 MHz System Sensor PRO,MORLEY,£935.00
Wireless,System Sensor AGILE,,POLE HWKIT,POLE. Telescopic access pole for setup and maintenance of Agile wireless systems. Extends from 1.5 to 5.2m in length,MORLEY,£677.00
Wireless,System Sensor AGILE,,CUP HWKIT,CUP. Cup for setup and maintenance of Agile wireless detectors. For use with telescopic pole (POLE HWKIT),MORLEY,£338.00
Wireless,System Sensor AGILE,,SOLOADAPT HWKIT,Adapter for No Climb Solo poles - for use with CUP HWKIT,MORLEY,£128.00
